ID	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	EVENT_VALIDITY	CAUSE_CODE	FOCAL_DEPTH	PRIMARY_MAGNITUDE	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	MAXIMUM_WATER_HEIGHT	ABE	IIDA	SOLOVIEV	WARNING_STATUS	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
1962	1964	12	10	15	11	7.6	4	1	40	6.3	JAPAN		NW. HONSHU ISLAND	40.4	138.9	85	.1		-3.3	-3																									
1963	1965	1	24	0	11	12.1	4	1	6	7.6	INDONESIA		SANANA ISLAND	-2.4	126.1	83			2	1.5		71	2						4	3000	4			71	2						2	3000	4		
1964	1965	2	4	5	1	21.6	4	1	36	8.7	USA	AK	RAT ISLANDS, ALEUTIAN ISLANDS, AK	51.29	178.55	87	10.7		3.3	2.5								.01	1											.01	1				
5470	1965	2	19				0	7			CHILE		YATE VOLCANO	-41.755	-72.396	89	60					27	1						3		3			27	1						3		3		
1965	1965	2	23	22	11	46	1	1	36	7	CHILE		N. CHILE	-25.67	-70.63	89																													
3042	1965	3	9	17	57	53.7	3	1	18	6.3	GREECE		AEGEAN SEA	39.4	24	50																		38	1			253	3	8	3		3		
1966	1965	3	22	22	56	28	1	1	58	6	CHILE		CENTRAL CHILE	-31.81	-71.26	89																													
1967	1965	3	30	2	27	3.4	4	1	20	7.6	USA	AK	RAT ISLANDS, ALEUTIAN ISLANDS, AK	50.32	177.93	87	.1		-2.3	-1																									
5505	1965	4	19	23	42		-1	1	36	6	JAPAN		AICHI PREFECTURE	34.9	139	85	.1			-4																									
1970	1965	6	11	3	34	2	4	1		7.2	RUSSIA		S. KURIL ISLANDS	44.7	148.7	86	.1		-3.3	-3																									
1971	1965	7	2	20	58	38.1	4	1	40	6.5	USA	AK	FOX ISLANDS, ALEUTIAN ISLANDS, AK	53.03	-167.55	87	.08		-3.3	-2																					1				
1972	1965	7	6	3	18	42.7	1	3	18	6.3	GREECE		NORTH CORINTH GULF	38.267	22.3	50			4.3	2		1	1											2	1			6	1		2				
1973	1965	8	11	22	31	45.9	4	1	13	7	VANUATU		VANUATU ISLANDS	-15.8	167.2	82	7		2.8	2.5																					2				2
1974	1965	8	13	12	40	32	3	1	33	7.3	VANUATU		VANUATU ISLANDS	-15.9	166.8	82	2		1	1									1		1										1		1		
1975	1965	8	23	19	46	2.9	4	1		7.8	MEXICO		MEXICO	16.3	-95.8	88	.4		-1.3															6	1						1				1
1977	1965	9	28				4	6			PHILIPPINES		TAAL, LUZON ISLAND	14.002	120.993	84	4.7					355	3											355	3						1		1		
1979	1965	10	3	16	14	56	2	1	28	6.5	CHILE		S. CHILE	-42.9	-75.13	89																													
1980	1966	3	12	16	31	21.8	3	1	48	7.6	TAIWAN		E. TAIWAN-RYUKYU ISLANDS	24.1	122.6	84	.1		-3.3	0														7	1			11	1		2		2		
4242	1966	5	8				4	8			NORWAY		EASTERN NORWAY	59.6	10.633	73				3																									
1981	1966	6	15	0	59	42.7	3	1	31	7.1	SOLOMON ISLANDS		SOLOMON ISLANDS	-10.343	160.883	82	.2		.5	1																									
2302	1966	7	12	18	53		4	1		5.5	RUSSIA		BLACK SEA	44.75	37	40	.2			1																									
1982	1966	10	17	21	41	56	4	1	38	8.1	PERU		CENTRAL PERU	-10.748	-78.638	89	3		-1	1.5														110	3			3000	4	35	4				
1983	1966	11	28				1	0			SOLOMON ISLANDS		MOHAWK BAY, SANTA CRUZ ISLANDS	-10.28	166.23	82				-.5																									
1984	1966	12	28	8	18	7.4	4	1	47	7.8	CHILE		N. CHILE	-25.5	-70.7	89	.42			.5														3	1			6	1	.4	1		3		
2425	1966	12	31	18	23	11.1	4	1	83	7.8	SOLOMON ISLANDS		SANTA CRUZ ISLANDS	-11.893	166.445	82	2																												
3033	1966	12	31	22	15	16.6	4	1	23	7.2	SOLOMON ISLANDS		SANTA CRUZ ISLANDS	-12.334	166.684	82	.8																												
5478	1966						3	6			SOLOMON ISLANDS		TINAKULA, SANTA CRUZ	-10.38	165.8	82																													
1986	1967	3	19	4	1	38.5	1	1	38	7	RUSSIA		S. KURIL ISLANDS	45.53	151.11	86																													
1987	1967	4	11	5	9	12.1	3	1	33	5.5	INDONESIA		MAKASSAR STRAIT	-3.7	119.3	83			1.6	1.5		13	1						1		1			71	2			100	2		2		2		
1988	1967	4	12	4	51	50.2	3	1	100	6.1	INDONESIA		NORTHEAST SUMATRA	5.5	97.3	60			1	1.5														14	1						3	2000	4		
3349	1967	7	29	23	59	58.7	4	1	10	6.5	VENEZUELA		CARACAS	10.6	-67.3	74	.08																	300	3			1536	3	140	4				
1989	1967	8	13	22	15	10	4	1	30	6.4	PAPUA NEW GUINEA		BISMARCK SEA	-4.4	152.5	82	.1		-3.3																										
1990	1967	9	3				2	1	40	7	PERU		CENTRAL PERU	-10.6	-79.8	89	2		1	-1.5																									
1991	1967	11	15	21	31	54	1	1	35	5.9	CHILE		N. CHILE	-28.78	-71.19	89																													
1992	1967	12	4				1	6			ANTARCTICA		TELEPHONE BAY, DECEPCION ISLAND	-63	-60.5	89	1			0																									
5492	1967	12	4				0	9			USA TERRITORY	PR	NORTHERN COAST OF PUERTO RICO			74														80	2											80	2		
1994	1967	12	21	2	25	23	3	1	33	7.5	CHILE		N. CHILE	-21.7	-69.5	89			-.5	0														1	1				3		2		2		
1996	1968	1	29	10	19	7.2	4	1	40	7.3	RUSSIA		S. KURIL ISLANDS	43.586	146.701	86	.18		-1.7	-1																									
1997	1968	2	19	22	45	45.7	4	1	15	7.2	GREECE		LEMNOS ISLAND, NORTH AEGEAN SEA	39.368	24.957	50	1.2		.3	3														20	1			18	1	.6	1	500	3	1951	4
1998	1968	4	1	0	42	4.2	4	1	30	7.5	JAPAN		SEIKAIDO	32.3	132.5	85	3.07		1.3	1									1	4	1			1	1			22	1		2		2		
3798	1968	4	18	19	38	15	4	1	7	3.6	ITALY		LIGURIA-COTE D'AZUR	44.083	8	50				2																									
2878	1968	5	4				3	0			CHILE		EASTER ISLAND	-27.15	-109.45	89																													
2000	1968	5	16	0	48	55.4	4	1	7	8.2	JAPAN		OFF EAST COAST OF HONSHU ISLAND	40.8	143.2	85	6		2.3	2			1		1				3	529	3			52	2			330	3	131	4	1218	4		
2438	1968	5	16	10	39	1.6	4	1	33	7.5	JAPAN		OFF COAST OF HONSHU ISLAND	41.5	142.7	85	.58			-.5																									
2001	1968	6	12	13	41	50.7	4	1	44	7.2	JAPAN		SANRIKU	39.4	143.1	85	.95		1.6	0																									
2002	1968	7	25	7	23	7.8	2	1	60	7.3	NEW ZEALAND		KERMADEC ISLANDS	-30.8	-178.4	81	.05																												
2003	1968	8	1	20	19	21.9	4	1	36	7.3	PHILIPPINES		E. LUZON ISLAND	16.5	122.2	84	.16		-1.7			1	1											270	3			261	3	8	3		1		3
2004	1968	8	5	7	17	0	1	1	10	6.5	JAPAN		SEIKAIDO-NANKAIDO	33.3	132.2	85	.03			0																									
2006	1968	8	10	2	7	4.3	4	1	25	7.6	INDONESIA		N. MOLUCCAS ISLANDS	1.4	126.2	83	.4		-1.3	1																					1				
2007	1968	8	14	22	14	19.4	4	1	23	7.8	INDONESIA		BANDA SEA	.2	119.8	83	10		3.3	3		200	3	58	2				3	800	3			200	3			58	2		3	800	3		
3297	1968	9	3	8	19	52.2	4	1	38	6.6	TURKEY		BLACK SEA	41.8	32.3	40	3																	24	1			200	3		3	2000	4		
2009	1968	9	20	6	9		2	1	107	6.2	VENEZUELA		CARUPANO	10.5	-62.6	74																													
2010	1968	9	25				1	1	138	7	MEXICO		S. MEXICO-GUATEMALA-NICARAGUA	15.6	-92.6	88	2			1														15	1			500	3						
2011	1969	2	23	0	36	56.6	4	1	13	6.9	INDONESIA		MAKASSAR STRAIT	-3.1	118.9	83	4		2	2		600	3						3		3			664	3			97	2		3	1287	4		
2012	1969	2	28	2	40	32.5	4	1	22	7.8	PORTUGAL		PORTUGAL	36.017	-10.95	73	.9																	13	1			80	2		2				
2872	1969	3	21				2	6			PHILIPPINES		LUZON ISLAND	19.077	122.202	84						3	1											3	1										
3646	1969	3	31				3	1		7	EGYPT		GULF OF SUEZ	27.7	34	30																		2	1			16	1		3	107	3		
3350	1969	4	12	5	44		0	8			SWEDEN		NORSALV RIVER	59.4	13.5	73	5																												
2013	1969	4	21	7	19		4	1	41	6.5	JAPAN		RYUKYU ISLANDS	32.2	132.1	85	.1		-2.3	-3																									
2014	1969	8	2	4	30	29	4	3	17	5.4	PAPUA NEW GUINEA		BISMARCK SEA	-6.6	146.9	82				-1																									
2015	1969	8	11	21	26	36	4	1	30	8.2	RUSSIA		S. KURIL ISLANDS	43.6	147.9	86	5		1.4	2																					1				
2016	1969	11	22	23	9	37	4	1	51	7.7	RUSSIA		KAMCHATKA	57.7	163.6	86	15		3.9	3									1												1				
2018	1969	12	25	21	32	27.3	4	1	7	7.2	GUADELOUPE (FRENCH TERRITORY)		GRAND BOURG	15.8	-59.7	74	.46		-3.3																										
2019	1970	1	10	12	7	8.6	4	1	73	7.6	PHILIPPINES		PHILIPPINE TRENCH	6.8	126.7	84	.06																												
3309	1970	3	11	22	38	34.6	4	1	29	6	USA	AK	ANDREANOF ISLANDS, AK	57.5	-153.9	87	.03																								1				
2020	1970	4	7	5	34	5.6	3	1	40	7.3	PHILIPPINES		PHILIPPINE SEA	15.78	121.71	84			1	1									1					15	1			200	2		2				
3073	1970	5	14	18	12		3	1	44	6.5	RUSSIA		CASPIAN SEA	43	47.1	40																			3						2		2		
2021	1970	5	31	20	23	27.3	4	1	43	7.9	PERU		N. PERU	-9.2	-78.8	89	.38		.8															66794	4			50000	4	530	4		3		
2022	1970	6	14				2	1	10	6	CHILE		S. CHILE	-52	-73.8	89																													
2023	1970	6	19	10	56	13.5	2	1	44	6.4	CHILE		N. CHILE	-22.28	-70.55	89																													
2025	1970	7	25	22	41	10.7	4	1	34	7	JAPAN		SEIKAIDO	32.2	131.7	85	.32		-.7																			13	1		1				
2026	1970	9	28	19	1		2	1		5.1	NEW ZEALAND		NEW ZEALAND	-44.64	173.62	81	1																												
2027	1970	9	30	9	52	22.7	3	1	33	5.3	PHILIPPINES		PHILIPPINE TRENCH	20.6	122	84				.5																					2		3		
2028	1970	10	31	17	53	9.3	4	3	42	7	PAPUA NEW GUINEA		PAPUA NEW GUINEA	-4.9	145.5	82	3		.3	.5		3	1								3			18	1			20	1	1.75	2	800	3		
2030	1970	11	28	11	8	40	2	1	33	6	CHILE		N. CHILE	-20.94	-69.81	89																													
2303	1970	12	4	1	59	25	4	1	7	5.1	RUSSIA		BLACK SEA	43.84	39.34	40	.8			2																									
5535	1971	3	19				0	8			PERU		CHUNGAR	-11.116	-76.5	89	30					600	3						2		2			600	3						2		2		
2031	1971	5	2	6	8	27.8	4	1	30	7.1	USA	AK	ANDREANOF ISLANDS, AK	51.228	-177.173	87	.04			-3																									
2033	1971	7	9	3	3	18.7	4	1	58	7.5	CHILE		CENTRAL CHILE	-32.5	-71.2	89	1.2		.3	0														83	2			447	3	236.4	4		3		
2034	1971	7	14	6	11	29.1	4	1	47	7.9	PAPUA NEW GUINEA		BISMARCK SEA	-5.5	153.9	82	6		1.6	1		2	1						1					4	1			5	1		1				
2035	1971	7	26	1	23	21.3	4	1	48	7.9	PAPUA NEW GUINEA		BISMARCK SEA	-4.9	153.2	82	10		3.3	1.5									1												2				
2036	1971	8	2	7	24	56.8	4	1	51	7.3	JAPAN		JAPAN TRENCH	41.4	143.5	85	.51		-2.3	-.5																					1				
2431	1971	9	5	18	35	25	4	1	9	7.1	RUSSIA		TATAR STRAIT	46.5	141.2	86	2																								1				
2430	1971	9	6	13	37	10.8	4	1	29	5.5	RUSSIA		TATAR STRAIT	46.7	141.4	86	.32																												
2043	1971	9	6	20			4	6			SOLOMON ISLANDS		TINAKULA, SANTA CRUZ	-10.38	165.8	82																													
2038	1971	9	8	11	48	23.4	4	1	6	6.6	RUSSIA		TATAR STRAIT	46.4	141.1	86	.09			-3																									
2039	1971	9	8	16	59	52.6	4	1	16	6.2	RUSSIA		TATAR STRAIT	46.3	140.9	86	.07		-.7	-3																									
2040	1971	9	25	4	36	14	2	3	115	7	PAPUA NEW GUINEA		BISMARCK SEA	-6.5	146.6	82	1.8		.8	.5																					1				
2041	1971	9	27	19	1	45.3	4	1	21	6	RUSSIA		TATAR STRAIT	46.4	141.1	86	.03			-4																									
2042	1971	11	6	22	0	.1	2	1	21	5.7	USA	AK	RAT ISLANDS, ALEUTIAN ISLANDS, AK	51.5	179.1	87	.1																												
2044	1971	12	15	8	29	55.3	4	1	33	7.8	RUSSIA		KAMCHATKA	56	163.3	86	.47																												
2045	1972	1	25	2	6	23.3	4	1	33	7.5	TAIWAN		E. TAIWAN	22.5	122.3	84	.05		-3.3	-2														1	1						1	5	1		
2046	1972	2	29	9	22	59.8	4	1	56	7.4	JAPAN		EAST OFF HACHIJO ISLAND	33.3	140.8	85	.42		-1.3	.5																									
2048	1972	6	8	18	53	41.7	2	1	39	6.6	CHILE		CENTRAL CHILE	-30.5	-71.8	89																													
2049	1972	7	30	21	45	14.1	4	3	25	7.6	USA	AK	SE. ALASKA, AK	56.82	-135.685	87	.1		-2.3	-2																					1				
2051	1972	8	17	23	44	5.9	4	1	10	7.1	PAPUA NEW GUINEA		W. SOLOMON SEA	-6	152.9	82	.6		-1																										
2052	1972	8	26	8	15		1	8			PAPUA NEW GUINEA		W. SOLOMON SEA	-6.7	147	82	1.5		.6										1												1				
2053	1972	9	6	11	42	23.9	-1	1	15	5.2	JAPAN		JAPAN	32.9	130.3	85																													
2054	1972	10	9				2	6			PAPUA NEW GUINEA		RITTER ISLAND, PAPUA NEW GUINEA	-5.52	148.121	82																													
2055	1972	12	2	0	19	47.2	2	1	33	7.4	PHILIPPINES		MINDANAO ISLAND, PHILIPPINES	6.5	126.6	84	.5		-2.3																						1				
2056	1972	12	4	10	16	12	4	1	66	7.4	JAPAN		CHICHI JIMA	33.3	140.7	85	.5		-1	-1																					1				
2057	1972	12	29	4	51	1.6	2	1	60	5.4	CHILE		CENTRAL CHILE	-30.6	-71	89																													
2058	1973	1	30	21	1	12.5	4	1	43	7.5	MEXICO		S. MEXICO	18.48	-103	88	1.13		.1															56	2			390	3		2		2		
2059	1973	2	28	6	37	49.5	4	1	27	7.2	RUSSIA		N. KURIL ISLANDS	50.5	156.6	86	1.5		.6	.5																									
3226	1973	3	17	8	30	51.8	4	1	33	7.5	PHILIPPINES		QUEZON	13.4	122.8	84	1.3																	15	1			64	2	.45	1				
2060	1973	6	17	3	55	2.9	4	1	48	7.7	JAPAN		HOKKAIDO ISLAND	43.2	145.8	85	5.96		2.2	1					1			5	2	2	1							27	1	5	2	2	1		
2061	1973	6	24	2	43	25.5	4	1	50	7.1	RUSSIA		S. KURIL ISLANDS	43.3	146.4	86	.64		2.2																			1	1		1				
3506	1973	6	26	22	32	.2	4	1		6.6	RUSSIA		S. KURIL ISLANDS	43.2	146.6	86	.21																												
2062	1973	10	5	5	47	51.1	4	1	14	6.7	CHILE		CENTRAL CHILE	-32.5	-71.5	89	.4		-1.3	-1																									
2063	1974	1	31	23	30	5.3	4	1	34	7	SOLOMON ISLANDS		SOLOMON ISLANDS	-7.5	155.9	82	1.5		2.2	1																									
2064	1974	2	1	3	12	33.1	4	1	40	7.1	SOLOMON ISLANDS		SOLOMON ISLANDS	-7.4	155.6	82	4.5		2.2	2									2												2				
2065	1974	5	8	23	33	25.2	4	1	2	6.7	JAPAN		TOKAIDO	34.6	138.7	85	.2		-2.3	-2.5														30	1			137	3		2	134	3		
2066	1974	8	18	10	44	12.8	1	1	36	7.1	CHILE		CENTRAL CHILE	-38.5	-73.4	89																													
2067	1974	9	27	5	47	29.4	4	1	43	6.7	RUSSIA		S. KURIL ISLANDS	43.2	146.7	86	.37		.6	-1																									
2068	1974	10	3	14	21	29.1	4	1	13	8.1	PERU		CENTRAL PERU	-12.27	-77.79	89	.92		.8	1														78	2			2414	4	10	3		3		
2069	1974	10	17				4	6	70		PAPUA NEW GUINEA		RITTER ISLAND, PAPUA NEW GUINEA	-5.52	148.121	82	.5		-1																										
2071	1974	12	28	12	11	43.7	0	1	22	6.2	PAKISTAN		PAKISTAN	35.1	72.9	60																		5300	4			17000	4	3.255	2		3		
2072	1975	1	15	9	42	24	1	1	33	5.9	INDONESIA		BANDA SEA	-5	130	83																									1	81	2		
2074	1975	3	13	15	26	42.5	1	1	4	6.9	CHILE		CENTRAL CHILE	-29.9	-71.3	89																		2	1			25	1		1				
2879	1975	4	27	18	5		4	8			CANADA	BC	KITIMAT INLET, BRITISH COLUMBIA	53.98	-128.68	88	4.1												2												2				
2567	1975	5	26	9	11	51.5	4	1	33	7.7	ATLANTIC OCEAN		AZORES GIBRALTAR FRACTURE ZONE	35.997	-17.649	73	.76																								1				
2075	1975	6	10	13	47	14.5	4	1	15	7	RUSSIA		S. KURIL ISLANDS	43.024	147.734	86	5.5		2.3	2					1				2												2				
2076	1975	7	20	14	37	39.9	4	1	49	7.9	PAPUA NEW GUINEA		SOLOMON SEA	-6.59	155.054	82	2		1	1									2		1										3		2		
2079	1975	10	31	8	28	2.6	4	1	50	7.6	PHILIPPINES		PHILIPPINE TRENCH	12.54	125.993	84	4		-.7	-1.5		1	1						1	30	1			1	1						1	30	1		
2080	1975	11	29	14	47	40.9	4	3	2	7.7	USA	HI	HAWAII	19.451	-155.033	80	14.3		3	3		2	1	19	1			1.5	2					2	1			19	1	4	2				
2081	1975	12	26	15	56	38.7	4	1	33	7.8	SAMOA		SAMOA ISLANDS	-16.265	-172.467	81	.38		-.3																										
2083	1976	1	14	16	47	33.5	4	1	33	8	NEW ZEALAND		KERMADEC ISLANDS	-28.427	-177.657	81	.9		-.1																										
2084	1976	1	21	10	5	24.1	4	1	41	7	RUSSIA		S. KURIL ISLANDS	44.915	149.123	86	.38		-1.3	-2.5																									
2085	1976	2	4	9	1	43.4	4	1	5	7.5	GUATEMALA		GUATEMALA	15.324	-89.101	74	.12																	23000	4			76000	4	2147	4				
2086	1976	8	16	16	11	7.3	4	1	33	8.1	PHILIPPINES		MORO GULF	6.262	124.023	84	8.5		2.3	2.5		4376	4	5099	4			134	4					5066	4			8256	4	134	4				
2088	1977	4	2	7	15	22.7	4	1	33	7.6	SAMOA		SAMOA ISLANDS	-16.696	-172.095	81	.08		-3.3	-2																					1				
2089	1977	4	20	23	13	10.4	4	1	33	6.8	SOLOMON ISLANDS		SOLOMON ISLANDS	-9.828	163.323	82	.15		-3.3	-1														34	1						3				
2568	1977	4	20	23	42	50.5	4	1	19	7.6	SOLOMON ISLANDS		SOLOMON ISLANDS	-9.89	160.348	82																									1				
2090	1977	4	21	4	24	9.6	4	1	33	8.1	SOLOMON ISLANDS		SOLOMON ISLANDS	-9.965	160.731	82	.04		-3.3	-1.5														18	1			1	1		3				
2091	1977	6	22	12	8	33.4	4	1	65	7.2	TONGA		TONGA TRENCH	-22.878	-175.9	81	.4																												
2092	1977	8	19	6	8	55.2	4	1	33	8	INDONESIA		SUNDA ISLANDS	-11.085	118.464	60	15		3.9	3		189	3	75	2			1.2	2					189	3			75	2	1.2	2				
2093	1977	8	20				-1	1		5.5	PAPUA NEW GUINEA		ADMIRALTY ISLANDS	-1.1	146.2	82	.5		-1																										
2094	1977	8	28	20	10	5	2	1	33	5.5	PAPUA NEW GUINEA		ADMIRALTY ISLANDS	-1.081	146.23	82	.6		-.7	-.5																									
2095	1977	10	10	11	53	53.6	2	1	33	7.2	TONGA		TONGA TRENCH	-25.856	-175.406	81	.03			-3																									
2096	1978	1	14	3	24	39	4	1		6.6	JAPAN		TOKAIDO	34.809	139.259	85	.35		-.7															25	1			129	3		3	85	2	544	3
2097	1978	3	22	0	50	32.2	4	1	33	6.7	RUSSIA		S. KURIL ISLANDS	44.026	149.002	86	.07		.1	-2.5	3																								
2569	1978	3	22	21	34	33.4	4	1	33	6.6	RUSSIA		S. KURIL ISLANDS	44.14	149.029	86	.05			-3	3																								
2099	1978	3	23	0	31	2.1	4	1	46	6.8	RUSSIA		S. KURIL ISLANDS	44.209	148.971	86	.17		-2.3	-1.5																									
2101	1978	3	23	3	15	20.3	4	1	33	7.5	RUSSIA		S. KURIL ISLANDS	44.932	148.439	86	.3		-2.3	0																									
2103	1978	3	24	19	47	50.7	4	1	33	7.6	RUSSIA		S. KURIL ISLANDS	44.244	148.862	86	.65		-1.7	0																									
2105	1978	6	12	8	14	26.4	4	1	44	7.7	JAPAN		SANRIKU	38.19	142.03	85	.6			.5														28	1			1000	4	865	4		4		
5448	1978	6	12				-1	1			INDIA		INDIA			60																													
2106	1978	6	14	12	32	33.9	2	1	24	6.9	PHILIPPINES		MINDANAO ISLAND, PHILIPPINES	8.249	122.403	84	.03		-3.3																										
2107	1978	6	20	20	3	21	2	1	3	6.4	GREECE		THESSALONIKI (SALONICA), GREECE	40.739	23.229	50	.45			2														50	1				3	250	4				
2913	1978	6	21				2	0			ITALY		EASTERN ITALY, ADRIATIC SEA	42	16	50	.6			4									1												1				
2108	1978	7	23	14	42	36.9	3	1	17	7.4	TAIWAN		TAIWAN	22.282	121.512	84	.05		-3.3	-1																									
4277	1978	8	14	14	17	50.4	4	1	30	4.4	SPAIN		CADIZ	36.63	-6.871	73	.12			1																									
5513	1978	10	10					8			NEW ZEALAND		OFF EAST COAST OF SOUTH ISLAND	-43.08	172.97																														
2109	1978	11	29	19	52	47.6	2	1	18	7.8	MEXICO		MEXICO	16.01	-96.591	88	1.5		.6															9	1				3		2				
2110	1979	2	20	6	32	32.2	4	1	10	6.4	JAPAN		IWATE, JAPAN	40.232	143.703	85	.12		-1.7																										
2111	1979	2	28	21	27	8.1	4	3	15	7.5	USA	AK	SE. ALASKA, AK	60.691	-141.671	87	.15		-1.7																						1				
2112	1979	3	14	11	7	16.3	4	1	49	7.6	MEXICO		S. MEXICO	17.813	-101.276	88	1.3		-3.3															5	1			35	1	30	4	200	3		
2914	1979	4	9	2	10	20.3	1	1	10	5.3	SERBIA AND MONTENEGRO		MONTENEGRO: BAR ULCINJ	41.956	19.023	50																													
2113	1979	4	15	6	19	44.1	4	1	10	6.9	SERBIA AND MONTENEGRO		MONTENEGRO	42.096	19.209	50	.6			1									1					131	3			1001	4	2700	4		4		
2915	1979	5	15	6	59	21.2	0	1	33	5.6	GREECE		CRETE	34.53	24.437	50				1																									
2115	1979	7	18				4	8			INDONESIA		LOMBLEN ISLAND [LEMBATA]	-8.6	123.5	60	9					1239	4	32	1				3					1239	4			32	1		3				
2118	1979	8	9				-1	8			INDONESIA		LOMBLEN ISLAND [LEMBATA]	-8.5	123.5	60																													
2390	1979	9	3	2	12		2	8	0	5	VENEZUELA		PUERTO CUMAREBO	11.517	-69.5	74													1												1				
2119	1979	9	12	5	17	51.4	4	1	5	7.9	INDONESIA		IRIAN JAYA	-1.679	136.04	83	2		1			100	2						2	400	2			115	3				3		3	1000	3		
4246	1979	10	6				4	8			NORWAY		NORTHERN NORWAY	65.117	12.333	73	2			3									1				1								1				1
2120	1979	10	16	13	57		4	8			FRANCE		FRENCH RIVIERA (LIGURIAN SEA)	43.7	7.25	50	10		1.6			9	1						1				2	9	1						1				2
2121	1979	11	16	15	21	25.7	2	1	33	6.9	FIJI		FIJI ISLANDS	-16.76	179.984	81																									2				
2122	1979	12	12	7	59	3.3	4	1	24	7.7	COLOMBIA		COLUMBIA: OFF SHORE, PACIFIC OCEAN	1.598	-79.358	89	6		2.3	2.5		600	3	20000	4			8	3	10000	4			600	3			20000	4	8	3	10000	4		
4259	1980	1	1	16	42	40	4	1	10	7.2	PORTUGAL		AZORES	38.815	-27.78	73				1														69	2			600	3	5	2				
2123	1980	2	23	5	51	3.2	4	1	44	7	RUSSIA		S. KURIL ISLANDS	43.53	146.753	86	.6		-.7	-2																									
3018	1980	5	18				0	6			USA	WA	WASHINGTON	46.2	-122.18	88	250																	57	2										
2124	1980	6	29	7	20	5.5	4	1	15	6.2	JAPAN		HONSHU ISLAND	34.808	139.181	85	.56		-.7																			7	1		2				
2125	1980	7	17	19	42	23.2	4	1	33	7.9	SOLOMON ISLANDS		SOLOMON ISLANDS	-12.525	165.916	82	.14		-1.7																										
2916	1980	10	10	12	25	23.5	4	3	10	7.7	ALGERIA		EL ASNAM	36.195	1.354	50	.7			2														5000	4			9000	4	5200	4	250000	4		
2126	1981	1	18	18	17	24.4	4	1		6.9	JAPAN		E. HONSHU ISLAND	38.64	142.75	85	.37		-1.3																										
2128	1981	2	24	20	53	38.4	4	1	33	6.7	GREECE		ATHENS-EASTERN GULF OF CORINTH	38.222	22.934	50	.3			3														22	1			400	3	812	4	8000	4		
5417	1981	3	4	21	58	5.9	3	1	29	6.4	GREECE		GULF OF CORINTH	38.209	23.288	50	1																												
2129	1981	5	11	7	10		2	8			SOUTH AFRICA		AGULHAS BANK	-35.616	20.267	70	.29																												
2130	1981	5	25	5	25	14.4	4	1	33	7.6	NEW ZEALAND		NEW ZEALAND	-48.786	164.357	81	.3		-1.7																										
2131	1981	9	1	9	29	31.5	4	1	25	7.7	SAMOA		SAMOA ISLANDS	-14.96	-173.085	81	1		-3.3	-2			1						1		1				1						1		1		
2132	1981	10	25	3	22	15.5	4	1	28	7.3	MEXICO		MEXICO	18.084	-102.084	88	.09																	9	1						3				
2589	1982	1	11	6	10	6.4	2	1	46	7.1	PHILIPPINES		PHILIPPINES	13.752	124.358	84	.1																												
2134	1982	2	24	4	22	40.3	2	1	52	5.4	INDONESIA		JAVA TRENCH	4.374	97.755	60	.1																												
2343	1982	3	11	10	32	27.1	1	1	33	6.6	INDONESIA		SUMBAWA ISLAND	-9.265	118.479	60	.1																												
2135	1982	3	21	2	32	7.7	4	1	44	6.9	JAPAN		HOKKAIDO ISLAND	42.158	142.361	85	1.3		.4																										
2136	1982	7	23	14	23	53.5	4	1	37	7.2	JAPAN		IBARAKI, JAPAN	36.194	141.702	85	.4		-1.3	-1																									
2137	1982	12	19	17	43	54.8	4	1	33	7.5	NEW ZEALAND		KERMADEC ISLANDS	-24.133	-175.864	81	.2		-2.3																										
2689	1982	12	25	12	28	2.8	-1	3	33	6	INDONESIA		FLORES SEA	-8.405	123.08	60																		13	1			390	3	1.45	2	1875	4		
2139	1982	12	28	6	37	42.5	4	1	22	6.4	JAPAN		S. OF HONSHU ISLAND	33.826	139.434	85	.19		-1.3	-1																									
2917	1983	1	17	12	41	29.7	3	1		7.2	GREECE		IONIAN SEA	38.026	20.228	50																													
2140	1983	3	12	1	36	35.8	4	1	17	6.9	INDONESIA		BANDA SEA	-4.056	127.924	83	3		1.6	1.5																									
2141	1983	3	18	9	5	50	4	1	89	7.9	PAPUA NEW GUINEA		NEW BRITAIN	-4.883	153.581	82	.3		-1.7																						2				
2142	1983	5	26	2	59	59.6	4	1	24	7.8	JAPAN		NOSHIRO, JAPAN	40.462	139.102	85	14.93		3.9	2		100	2	324	3			800	4	3513	4			104	3			324	3	800	4	3513	4		
