Australia,1991,28.22,,,,,,17.7,,,,,,6.41,,,,,,4.28,,,,1.81,,,,1.35,,,0.57,,,,,,,10.53,,,,11.28,,,,2.13,,,,2.47,,,,0.46,,,0.78,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.21,17.79,,,,,,,,,,,,,,,,77.3,22.7,,,,,,,,,,,,,,,,60.7,39.3,,,,,,,,,,,,,,,,53.07,46.93,,,,,,,,,,,,,,,,40.52,59.48,,,,,,,,,,,,,,,,19.4,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13498.506,13498.506,,,,268041,,,0.6183908,32110.9,,,,,32110.9,90632.54,,,,113642.54,,,,205914.98,,,,274862.96,,,,582007.21,,,,1824700.71,,,,25608.5,,,,,,,67622.54,,,,90574.43,,,,136967,,,,198076.9,,,,443930.15,,,,,,63062.65,,,,76506.88,,,,125285.21,,,,159275.36,,,,251075.86,,,,800837.91,,,,,,,,,,,,,,,,,,,,,,,2.216,1.822
Australia,1992,28.52,,,,,,17.95,,,,,,6.55,,,,,,4.38,,,,1.87,,,,1.37,,,0.57,,,,,,,10.56,,,,11.41,,,,2.17,,,,2.51,,,,0.5,,,0.8,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.47,17.53,,,,,,,,,,,,,,,,77.61,22.39,,,,,,,,,,,,,,,,61.38,38.62,,,,,,,,,,,,,,,,53.84,46.16,,,,,,,,,,,,,,,,40.71,59.29,,,,,,,,,,,,,,,,18.13,81.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678.327,13678.327,,,,277365,,,0.6201149,32699.9,,,,,32699.9,93249.3,,,,117419.6,,,,214068.55,,,,286177.79,,,,610891.11,,,,1860166.42,,,,25972.19,,,,,,,69079.01,,,,93257.36,,,,141959.31,,,,204999.46,,,,472082.74,,,,,,63116.96,,,,77568.64,,,,126846.73,,,,160675.71,,,,252155.51,,,,818372.96,,,,,,,,,,,,,,,,,,,,,,,2.196,1.836
Australia,1993,29.4,,,,,,18.66,,,,,,6.96,,,,,,4.69,,,,2.08,,,,1.46,,,0.61,,,,,,,10.74,,,,11.71,,,,2.27,,,,2.61,,,,0.62,,,0.84,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.26,20.74,,,,,,,,,,,,,,,,76.04,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13829.567,13829.567,,,,287510,,,0.6321839,32885.23,,,,,32885.23,96686.67,,,,122756.5,,,,228726.17,,,,308245.6,,,,683661.98,,,,2016712.95,,,,25796.19,,,,,,,70616.83,,,,96264.08,,,,149206.75,,,,214391.5,,,,535545.21,,,,,,62867.39,,,,78027.61,,,,134000.45,,,,172782,,,,256000.98,,,,941170.59,,,,,,,,,,,,,,,,,,,,,,,2.103,1.907
Australia,1994,29.42,,,,,,18.87,,,,,,7.13,,,,,,5.1,,,,2.56,,,,1.65,,,0.71,,,,,,,10.55,,,,11.74,,,,2.03,,,,2.55,,,,0.91,,,0.94,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.86,22.14,,,,,,,,,,,,,,,,75.04,24.96,,,,,,,,,,,,,,,,75.49,24.51,,,,,,,,,,,,,,,,76.81,23.19,,,,,,,,,,,,,,,,42.41,57.59,,,,,,,,,,,,,,,,16.42,83.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13994.701,13994.701,,,,306060,,,0.6482759,33735.19,,,,,33735.19,99265.61,,,,127331.57,,,,240546.55,,,,344283.42,,,,862255.14,,,,2403228.81,,,,26454.03,,,,,,,71199.66,,,,99027.82,,,,136809.67,,,,214790.49,,,,691035.84,,,,,,65466.87,,,,80657.87,,,,131543.91,,,,142075.57,,,,540777.5,,,,1249458.37,,,,,,,,,,,,,,,,,,,,,,,1.804,2.244
Australia,1995,29.13,,,,,,18.76,,,,,,7.23,,,,,,4.95,,,,2.14,,,,1.52,,,0.73,,,,,,,10.37,,,,11.54,,,,2.28,,,,2.81,,,,0.62,,,0.79,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.93,23.07,,,,,,,,,,,,,,,,72.15,27.85,,,,,,,,,,,,,,,,54.64,45.36,,,,,,,,,,,,,,,,48.03,51.97,,,,,,,,,,,,,,,,26.01,73.99,,,,,,,,,,,,,,,,16.4,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14183.64,14183.64,,,,331797,,,0.6810345,34349.12,,,,,34349.12,100049.62,,,,128881.55,,,,248176.19,,,,339876.05,,,,734455.35,,,,2494870.58,,,,27049.07,,,,,,,71217.69,,,,99057.89,,,,156476.33,,,,241231.23,,,,538853.66,,,,,,65027.15,,,,82771.45,,,,140891.91,,,,183809.78,,,,377412.61,,,,1090086.07,,,,,,,,,,,,,,,,,,,,,,,2.122,1.891
Australia,1996,29.16,,,,,,18.77,,,,,,7.24,,,,,,4.93,,,,2.07,,,,1.44,,,0.65,,,,,,,10.39,,,,11.54,,,,2.3,,,,2.86,,,,0.63,,,0.79,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.43,21.57,,,,,,,,,,,,,,,,71.23,28.77,,,,,,,,,,,,,,,,58.97,41.03,,,,,,,,,,,,,,,,48.34,51.66,,,,,,,,,,,,,,,,29.09,70.91,,,,,,,,,,,,,,,,21.93,78.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14399.399,14399.399,,,,349967,,,0.6913793,35153.32,,,,,35153.32,102503,,,,131984.27,,,,254366.3,,,,346945.06,,,,728126.5,,,,2297258.58,,,,27670.02,,,,,,,73021.74,,,,101388.76,,,,161787.53,,,,251649.7,,,,553778.49,,,,,,64757.25,,,,83319.52,,,,143372.09,,,,189464.88,,,,389421.84,,,,1082749.93,,,,,,,,,,,,,,,,,,,,,,,2.189,1.841
Australia,1997,30.41,,,,,,19.73,,,,,,7.81,,,,,,5.38,,,,2.32,,,,1.64,,,0.75,,,,,,,10.68,,,,11.92,,,,2.43,,,,3.06,,,,0.69,,,0.88,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.69,21.31,,,,,,,,,,,,,,,,69.61,30.39,,,,,,,,,,,,,,,,56.77,43.23,,,,,,,,,,,,,,,,46.67,53.33,,,,,,,,,,,,,,,,29.42,70.58,,,,,,,,,,,,,,,,24.24,75.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14604.61,14604.61,,,,361404,,,0.6896552,35881.53,,,,,35881.53,109109.61,,,,141605.9,,,,280164.23,,,,386281.93,,,,832727.14,,,,2704462.57,,,,27745.08,,,,,,,76613.32,,,,106966.31,,,,174046.53,,,,274670.63,,,,624756.54,,,,,,71244.53,,,,85502.4,,,,149203.98,,,,201095.72,,,,418011.94,,,,1258759.79,,,,,,,,,,,,,,,,,,,,,,,2.114,1.898
Australia,1998,30.11,,,,,,19.63,,,,,,7.84,,,,,,5.43,,,,2.37,,,,1.67,,,0.76,,,,,,,10.48,,,,11.8,,,,2.41,,,,3.06,,,,0.7,,,0.91,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.39,20.61,,,,,,,,,,,,,,,,72.84,27.16,,,,,,,,,,,,,,,,58.82,41.18,,,,,,,,,,,,,,,,51.75,48.25,,,,,,,,,,,,,,,,34.23,65.77,,,,,,,,,,,,,,,,25.32,74.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14810.586,14810.586,,,,383311,,,0.7005747,36942.36,,,,,36942.36,111247.25,,,,145059.55,,,,289502.98,,,,400947.57,,,,874893.98,,,,2820133.61,,,,28686.26,,,,,,,77434.95,,,,108948.7,,,,178058.39,,,,282460.97,,,,658756.25,,,,,,70702.68,,,,85369.17,,,,155168.32,,,,210644.06,,,,425506.94,,,,1331481.54,,,,,,,,,,,,,,,,,,,,,,,2.082,1.924
Australia,1999,31.48,,,,,,20.95,,,,,,8.84,,,,,,6.29,,,,3.04,,,,2.15,,,,,,,,,,10.53,,,,12.11,,,,2.55,,,,3.25,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.03,22.97,,,,,,,,,,,,,,,,66.52,33.48,,,,,,,,,,,,,,,,56.18,43.82,,,,,,,,,,,,,,,,49.48,50.52,,,,,,,,,,,,,,,,32.92,67.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15016.967,15016.967,,,,404179,,,0.7132184,37737.14,,,,,37737.14,118780.06,,,,158107.52,,,,333659.34,,,,474560.16,,,,1146765.27,,,,,,,,28732.37,,,,,,,79452.61,,,,114219.57,,,,192758.52,,,,306508.88,,,,,,,,,,72405.91,,,,91387.28,,,,176481.15,,,,209035.97,,,,610303.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.865,2.156
Australia,2000,31.28,,,,,,20.98,,,,,,9.03,,,,,,6.44,,,,3.06,,,,2.24,,,,,,,,,,10.29,,,,11.95,,,,2.59,,,,3.37,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.86,24.14,,,,,,,,,,,,,,,,69.37,30.63,,,,,,,,,,,,,,,,53.49,46.51,,,,,,,,,,,,,,,,44.88,55.12,,,,,,,,,,,,,,,,32.07,67.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15234.957,15234.957,,,,437877,,,0.7545977,38088.64,,,,,38088.64,119124.84,,,,159838.43,,,,343851.94,,,,490343.81,,,,1166349.08,,,,,,,,29084.61,,,,,,,78411.25,,,,113835.05,,,,197360.08,,,,321342.49,,,,,,,,,,72047.3,,,,89997.76,,,,170472.69,,,,239018.62,,,,553146.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.885,2.13
Australia,2001,30.61,,,,,,20.33,,,,,,8.31,,,,,,5.75,,,,2.51,,,,1.75,,,,,,,,,,10.28,,,,12.02,,,,2.56,,,,3.24,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.13,22.87,,,,,,,,,,,,,,,,71.04,28.96,,,,,,,,,,,,,,,,57.97,42.03,,,,,,,,,,,,,,,,50.01,49.99,,,,,,,,,,,,,,,,39.51,60.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15426.042,15426.042,,,,457891,,,0.7781609,38145.05,,,,,38145.05,116766.46,,,,155069.24,,,,316942.03,,,,438445.22,,,,958178.08,,,,,,,,29409.34,,,,,,,78463.68,,,,114601.04,,,,195438.83,,,,308512.01,,,,,,,,,,72041.78,,,,89650.83,,,,168051.49,,,,233653.09,,,,514521.08,,,,,,,,,,,,,,,,,,,,,,,,,,,2.081,1.925
Australia,2002,31.34,,,,,,20.9,,,,,,8.79,,,,,,6.11,,,,2.68,,,,1.87,,,,,,,,,,10.44,,,,12.11,,,,2.68,,,,3.43,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.14,29.86,,,,,,,,,,,,,,,,63.09,36.91,,,,,,,,,,,,,,,,46.75,53.25,,,,,,,,,,,,,,,,40.12,59.88,,,,,,,,,,,,,,,,29.13,70.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15656.801,15656.801,,,,475331,,,0.8017241,37867.63,,,,,37867.63,118682.57,,,,158270.12,,,,332672.71,,,,462574.86,,,,1013407.13,,,,,,,,28888.19,,,,,,,79095.03,,,,114669.47,,,,202770.57,,,,324866.79,,,,,,,,,,72634.58,,,,90475.1,,,,169812.77,,,,237479.57,,,,543577.75,,,,,,,,,,,,,,,,,,,,,,,,,,,2.067,1.937
Australia,2003,32.04,,,,,,21.49,,,,,,9.18,,,,,,6.46,,,,2.89,,,,2.05,,,,,,,,,,10.54,,,,12.31,,,,2.71,,,,3.57,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.07,31.93,,,,,,,,,,,,,,,,60.56,39.44,,,,,,,,,,,,,,,,41.61,58.39,,,,,,,,,,,,,,,,37.08,62.92,,,,,,,,,,,,,,,,25.91,74.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15891.108,15891.108,,,,508591,,,0.8206897,38997.39,,,,,38997.39,124931.18,,,,167622.17,,,,357884.27,,,,504198.41,,,,1128438.98,,,,,,,,29449.19,,,,,,,82240.19,,,,120056.64,,,,211570.12,,,,348138.27,,,,,,,,,,72905.39,,,,95359.52,,,,180782.47,,,,244474.26,,,,572187.79,,,,,,,,,,,,,,,,,,,,,,,,,,,2.005,1.995
Australia,2004,30.08,,,,,,20.32,,,,,,8.89,,,,,,6.35,,,,2.93,,,,2.11,,,,,,,,,,9.76,,,,11.43,,,,2.54,,,,3.42,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.15,32.85,,,,,,,,,,,,,,,,59.83,40.17,,,,,,,,,,,,,,,,40.34,59.66,,,,,,,,,,,,,,,,36.01,63.99,,,,,,,,,,,,,,,,24.75,75.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16119.222,16119.222,,,,590842,,,0.841954,43535.04,,,,,43535.04,130948.95,,,,176913.24,,,,386935.35,,,,553089.99,,,,1276991.87,,,,,,,,33822.38,,,,,,,84984.66,,,,124407.71,,,,220780.71,,,,372114.52,,,,,,,,,,74349.18,,,,97637.31,,,,190133.66,,,,261578.65,,,,590513.95,,,,,,,,,,,,,,,,,,,,,,,,,,,1.928,2.077
Australia,2005,30.54,,,,,,20.72,,,,,,9.12,,,,,,6.52,,,,3.05,,,,2.19,,,,,,,,,,9.83,,,,11.6,,,,2.6,,,,3.46,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.02,34.98,,,,,,,,,,,,,,,,57.86,42.14,,,,,,,,,,,,,,,,40.48,59.52,,,,,,,,,,,,,,,,34.6,65.4,,,,,,,,,,,,,,,,24.31,75.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16372.68,16372.68,,,,631562,,,0.8655172,44567.73,,,,,44567.73,136128.07,,,,184670.84,,,,406311.63,,,,580797.54,,,,1359746.23,,,,,,,,34394.36,,,,,,,87585.3,,,,129260.64,,,,231825.72,,,,386060.37,,,,,,,,,,75201.83,,,,100401.3,,,,200393.12,,,,283187.66,,,,634164.03,,,,,,,,,,,,,,,,,,,,,,,,,,,1.906,2.103
Australia,2006,31.81,,,,,,21.91,,,,,,10.06,,,,,,7.38,,,,3.65,,,,2.66,,,,,,,,,,9.91,,,,11.85,,,,2.68,,,,3.73,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.54,38.46,,,,,,,,,,,,,,,,54.47,45.53,,,,,,,,,,,,,,,,37,63,,,,,,,,,,,,,,,,31.42,68.58,,,,,,,,,,,,,,,,22.72,77.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16647.435,16647.435,,,,687449,,,0.8936782,46207.45,,,,,46207.45,146998.29,,,,202459.06,,,,464739.29,,,,682072.8,,,,1688500.2,,,,,,,,35008.47,,,,,,,91537.51,,,,136889,,,,247405.78,,,,430465.96,,,,,,,,,,79741.06,,,,105836.18,,,,211443.35,,,,280460.59,,,,771337.86,,,,,,,,,,,,,,,,,,,,,,,,,,,1.785,2.274
Australia,2007,31.51,,,,,,21.61,,,,,,9.84,,,,,,7.23,,,,3.58,,,,2.63,,,,,,,,,,9.9,,,,11.77,,,,2.61,,,,3.64,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.03,34.97,,,,,,,,,,,,,,,,58.23,41.77,,,,,,,,,,,,,,,,40.72,59.28,,,,,,,,,,,,,,,,34.49,65.51,,,,,,,,,,,,,,,,24.21,75.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16988.864,16988.864,,,,737239,,,0.9201149,47163.05,,,,,47163.05,148599.17,,,,203841.44,,,,464028.24,,,,681618.69,,,,1690702.88,,,,,,,,35892.37,,,,,,,93356.9,,,,138794.74,,,,246437.78,,,,429347.64,,,,,,,,,,79786.17,,,,105936.24,,,,214225.74,,,,288303.87,,,,753614.21,,,,,,,,,,,,,,,,,,,,,,,,,,,1.781,2.281
Australia,2008,29.34,,,,,,19.85,,,,,,8.59,,,,,,6.15,,,,2.91,,,,2.11,,,,,,,,,,9.49,,,,11.26,,,,2.44,,,,3.24,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.22,31.78,,,,,,,,,,,,,,,,61.87,38.13,,,,,,,,,,,,,,,,44.02,55.98,,,,,,,,,,,,,,,,37.56,62.44,,,,,,,,,,,,,,,,25.68,74.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17368.036,17368.036,,,,805289,,,0.954023,48600.67,,,,,48600.67,142574.86,,,,192950.18,,,,417560.78,,,,597866.24,,,,1416566.03,,,,,,,,38159.09,,,,,,,92199.54,,,,136797.53,,,,237255.33,,,,393191.29,,,,,,,,,,80788.81,,,,103670.21,,,,199382.51,,,,271743.35,,,,658211.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.885,2.13
Australia,2009,30.56,,,,,,20.69,,,,,,8.88,,,,,,6.33,,,,2.93,,,,2.09,,,,,,,,,,9.87,,,,11.82,,,,2.55,,,,3.39,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.36,30.64,,,,,,,,,,,,,,,,62.65,37.35,,,,,,,,,,,,,,,,44.89,55.11,,,,,,,,,,,,,,,,38.41,61.59,,,,,,,,,,,,,,,,26.37,73.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17779.266,17779.266,,,,814886,,,0.9741379,47050.32,,,,,47050.32,143800.55,,,,194725.37,,,,417724.54,,,,595445.97,,,,1380307.69,,,,,,,,36300.29,,,,,,,92875.73,,,,138975.57,,,,240003.11,,,,399230.55,,,,,,,,,,80455.83,,,,107243.75,,,,199524.82,,,,276849.19,,,,668101.38,,,,,,,,,,,,,,,,,,,,,,,,,,,1.926,2.079
Australia,2010,30.98,,,,,,21.1,,,,,,9.17,,,,,,6.59,,,,3.15,,,,2.29,,,,,,,,,,9.88,,,,11.94,,,,2.57,,,,3.44,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.66,31.34,,,,,,,,,,,,,,,,60.42,39.58,,,,,,,,,,,,,,,,43.54,56.46,,,,,,,,,,,,,,,,36.57,63.43,,,,,,,,,,,,,,,,24.98,75.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17885.509,17885.509,,,,881822,,,1,49303.71,,,,,49303.71,152742.71,,,,208081.39,,,,451886.43,,,,649995.2,,,,1553873.07,,,,,,,,37810.49,,,,,,,97404.02,,,,147130.13,,,,253777.65,,,,424025.74,,,,,,,,,,81468.8,,,,111203.7,,,,210121,,,,291217,,,,688699.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.864,2.157
Canada,1920,,,,,,,32.6,,,,,,14.4,,,,,,10.49,,,,5.36,,,,,,,2.1,,,,,,,,,,,18.19,,,,3.91,,,,5.13,,,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4990,4990,,,290.584,2956.00663,,,0.1189427,4980.43,,,,,4980.43,,,,,32469.42,,,,71733.15,,,,104519.33,,,,267050.73,,,,1045890.57,,,,,,,,,,,,,,,22653.49,,,,38946.97,,,,63886.48,,,,180512.96,,,,,,,,,,17311.25,,,,34101.23,,,,45661.68,,,,110173.2,,,,418866.66,,,,,,,,,,,,,,,,,,,,,,,1.752,2.33
Canada,1921,,,,,,,40.58,,,,,,17.6,,,,,,12.55,,,,5.81,,,,,,,1.7,,,,,,,,,,,22.98,,,,5.05,,,,6.74,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5072.495,5072.495,,,281.182,2379.45421,,,0.1048458,4474.09,,,,,4474.09,,,,,36310.82,,,,78752.92,,,,112299.65,,,,259765.63,,,,761937.43,,,,,,,,,,,,,,,25700.29,,,,45206.2,,,,75433.15,,,,203968.77,,,,,,,,,,19389.6,,,,39351.45,,,,53371.48,,,,128898.43,,,,418693.37,,,,,,,,,,,,,,,,,,,,,,,1.929,2.076
Canada,1922,,,,,,,34.34,,,,,,15.17,,,,,,10.74,,,,5.04,,,,,,,1.63,,,,,,,,,,,19.17,,,,4.43,,,,5.7,,,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5163.404,5163.404,,,239.036,2472.96656,,,0.0960352,4987.14,,,,,4987.14,,,,,34247.68,,,,75649.92,,,,107133.73,,,,251252.08,,,,813402.43,,,,,,,,,,,,,,,23897.13,,,,44166.11,,,,71104.14,,,,188790.93,,,,,,,,,,19273.22,,,,38588.09,,,,51905.46,,,,119335.69,,,,402113.7,,,,,,,,,,,,,,,,,,,,,,,1.918,2.089
Canada,1923,,,,,,,30.15,,,,,,14.38,,,,,,10.22,,,,4.69,,,,,,,1.53,,,,,,,,,,,15.77,,,,4.17,,,,5.52,,,,,,,,,,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5227.719,5227.719,,,225.514,2660.69217,,,0.0960352,5299.71,,,,,5299.71,,,,,31957.22,,,,76230.96,,,,108272.98,,,,248609.18,,,,812974.81,,,,,,,,,,,,,,,20888.79,,,,44188.94,,,,73188.93,,,,185901.89,,,,,,,,,,18231.99,,,,38119.53,,,,52707.21,,,,121157.85,,,,394127.45,,,,,,,,,,,,,,,,,,,,,,,1.948,2.055
