,Name,Location,Type,Latitude,Longitude,Elevation (m)
365,Elbrus,Russia-SW,Stratovolcano,43.33,42.45,5633.0
366,Elmenteita Badlands,Africa-E,Pyroclastic Cone,-0.52,36.27,2126.0
367,Elovsky,Kamchatka,Shield Volcano,57.55,160.53,1381.0
368,Emmons Lake,Alaska Peninsula,Caldera,55.34,-162.08,1436.0
369,Emperor  of China,Banda Sea,Submarine Volcano,-6.62,124.22,-2850.0
370,Emuruangogolak,Africa-E,Shield Volcano,1.5,36.33,1328.0
371,Endeavour  Ridge,Pacific-NE,Submarine Volcano,47.95,-129.1,-2050.0
372,Epi,Vanuatu-SW Pacific,Stratovolcano,-16.68,168.37,833.0
373,Erciyes  Dagi,Turkey,Stratovolcano,38.52,35.48,3916.0
374,Erebus,Antarctica,Stratovolcano,-77.53,167.17,3794.0
375,Erta Ale,Ethiopia,Shield Volcano,13.6,40.67,613.0
376,Es Safa,Syria,Volcanic Field,33.25,37.07,979.0
377,E-san,Hokkaido-Japan,Stratovolcano,41.8,141.17,618.0
378,Escanaba Segment,Pacific-NE,Submarine Volcano,40.98,-127.5,-1700.0
379,"Escorial,  Cerro",Chile-N,Stratovolcano,-25.08,-68.37,5447.0
380,Esjufjöll,Iceland-SE,Stratovolcano,64.27,-16.65,1760.0
381,Esmeralda  Bank,Mariana Is-C Pacific,Submarine Volcano,15.0,145.25,-43.0
382,"Est, Ile de l'",Indian O.-S,Stratovolcano,-46.43,52.2,1090.0
383,Estelí,Nicaragua,Fissure Vents,13.17,-86.4,899.0
384,Etna,Italy,Stratovolcano,37.73,15.0,3330.0
385,Eyjafjöll,Iceland-S,Stratovolcano,63.63,-19.62,1666.0
386,Falcon Island,Tonga-SW  Pacific,Submarine Volcano,-20.32,-175.42,-17.0
387,Falso Azufre,Chile-N,Complex Volcano,-26.8,-68.37,5890.0
388,Farallon de Pajaros,Mariana  Is-C Pacific,Stratovolcano,20.54,144.9,360.0
389,Fayal,Azores,Stratovolcano,38.6,-28.73,1043.0
390,Fedotych,Kamchatka,Shield Volcano,57.13,160.4,965.0
391,Fentale,Ethiopia,Stratovolcano,8.98,39.93,2007.0
392,Fernandina,Galápagos,Shield Volcano,-0.37,-91.55,1476.0
393,Fisher,Aleutian Is,Stratovolcano,54.65,-164.43,1112.0
394,Flores,Guatemala,Volcanic Field,14.31,-89.99,1600.0
395,Flores,Azores,Stratovolcano,39.46,-31.22,914.0
396,Fogo,Cape  Verde Is,Stratovolcano,14.95,-24.35,2829.0
397,Fonualei,Tonga-SW Pacific,Stratovolcano,-18.02,-174.33,180.0
398,Forecast Seamount,Mariana  Is-C Pacific,Submarine Volcano,13.4,143.92,
399,Fort Portal  Field,Africa-C,Tuff Cone,0.7,30.25,1524.0
400,Fort Rock,US-Oregon,Tuff Cone,43.3,-121.0,1716.0
401,Fort Selkirk,Canada,Volcanic Field,62.93,-137.38,1239.0
402,Four Craters Lava Field,US-Oregon,Volcanic Field,43.36,-120.67,1501.0
403,"Fournaise, Piton de la",Indian O.-W,Shield Volcano,-21.23,55.71,2632.0
404,Fourpeaked,Alaska  Peninsula,Stratovolcano,58.77,-153.67,2105.0
405,Fremrinamur,Iceland-NE,Stratovolcano,65.43,-16.65,939.0
406,Frosty,Alaska  Peninsula,Stratovolcano,55.08,-162.81,2012.0
407,Fuego,Guatemala,Stratovolcano,14.47,-90.88,3763.0
408,Fueguino,Chile-S,Lava Domes,-54.95,-70.25,150.0
409,Fuerteventura,Canary Is,Fissure Vents,28.36,-14.02,529.0
410,Fuji,Honshu-Japan,Stratovolcano,35.36,138.73,3776.0
411,Fukue-jima,Kyushu-Japan,Shield Volcano,32.65,128.85,317.0
412,Fukujin,Volcano  Is-Japan,Submarine Volcano,21.93,143.47,-217.0
413,Fukutoku-Okanoba,Volcano Is-Japan,Submarine Volcano,24.28,141.49,-14.0
414,Furnas,Azores,Stratovolcano,37.77,-25.32,805.0
415,Fuss Peak,Kuril Is,Stratovolcano,50.27,155.25,1772.0
416,Gabillema,Ethiopia,Stratovolcano,11.08,41.27,1459.0
417,Gada  Ale,Ethiopia,Stratovolcano,13.98,40.41,287.0
418,Gaja-jima,Ryukyu Is,Stratovolcano,29.9,129.54,497.0
419,Galápagos  Rift,Pacific-E,Submarine Volcano,0.79,-86.15,-2430.0
420,Galeras,Colombia,Complex Volcano,1.22,-77.37,4276.0
421,Gallego,Solomon Is-SW Pacific,Volcanic Field,-9.35,159.73,1000.0
422,Galunggung,Java,Stratovolcano,-7.25,108.06,2168.0
423,Gamalama,Halmahera-Indonesia,Stratovolcano,0.8,127.33,1715.0
424,Gamchen,Kamchatka,Complex Volcano,54.97,160.7,2576.0
425,Gamkonora,Halmahera-Indonesia,Stratovolcano,1.38,127.53,1635.0
426,Garbuna Group,New Britain-SW Pac,Stratovolcano,-5.45,150.03,564.0
427,Gareloi,Aleutian Is,Stratovolcano,51.79,-178.79,1573.0
428,Garibaldi,Canada,Stratovolcano,49.85,-123.0,2678.0
429,Garibaldi  Lake,Canada,Volcanic Field,49.92,-123.03,2316.0
430,Garove,New Britain-SW Pac,Stratovolcano,-4.69,149.5,368.0
431,Garua Harbour,New Britain-SW Pac,Volcanic Field,-5.3,150.07,565.0
432,Gaua,Vanuatu-SW Pacific,Stratovolcano,-14.27,167.5,797.0
433,Gedamsa  Caldera,Ethiopia,Caldera,8.35,39.18,1984.0
434,Gede,Java,Stratovolcano,-6.78,106.98,2958.0
435,Genovesa,Galápagos,Shield Volcano,0.32,-89.96,64.0
436,Geodesistoy,Kamchatka,Shield Volcano,56.33,158.67,1170.0
437,Ghegam  Ridge,Armenia,Volcanic Field,40.28,44.75,3597.0
438,Giggenbach,Kermadec Is,Submarine Volcano,-30.04,-178.71,-65.0
439,Girekol,Turkey,Unknown,39.17,43.33,
440,Glacier Peak,US-Washington,Stratovolcano,48.11,-121.11,3213.0
441,"Gloria,  La",México,Volcanic Field,19.33,-97.25,3500.0
442,Golan Heights,Syria,Volcanic Field,33.1,35.97,1197.0
443,Golaya,Kamchatka,Stratovolcano,52.26,157.79,858.0
444,Golden Trout Creek,US-California,Volcanic Field,36.36,-118.32,2886.0
445,Golets-Tornyi Group,Kuril Is,Pyroclastic Cone,45.25,148.35,442.0
446,Göllü Dag,Turkey,Lava Dome,38.25,34.57,2143.0
447,Golovnin,Kuril Is,Caldera,43.84,145.51,543.0
448,Goodenough,D'Entrecasteaux Is,Volcanic Field,-9.48,150.35,220.0
449,Gordon,Alaska-E,Cinder Cone,62.13,-143.08,2755.0
450,Gorely,Kamchatka,Caldera,52.56,158.03,1829.0
451,Goriaschaia Sopka,Kuril Is,Stratovolcano,46.83,151.75,891.0
452,Gorny Institute,Kamchatka,Stratovolcano,57.33,160.2,2125.0
453,Graciosa,Azores,Stratovolcano,39.02,-27.97,402.0
454,Gran Canaria,Canary Is,Fissure Vents,28.0,-15.58,1950.0
455,Granada,Nicaragua,Fissure Vents,11.92,-85.98,300.0
456,Great Sitkin,Aleutian Is,Stratovolcano,52.08,-176.13,1740.0
457,Griggs,Alaska Peninsula,Stratovolcano,58.35,-155.09,2317.0
458,"Grille, La",Indian O.-W,Shield Volcano,-11.47,43.33,1087.0
459,Grímsnes,Iceland-SW,Crater Rows,64.03,-20.87,214.0
460,Grímsvötn,Iceland-NE,Caldera,64.42,-17.33,1725.0
461,Groppo,Ethiopia,Stratovolcano,11.73,40.25,930.0
462,Grozny Group,Kuril Is,Complex Volcano,45.03,147.92,1211.0
463,Guadalupe,México,Shield Volcano,29.07,-118.28,1100.0
464,Guagua Pichincha,Ecuador,Stratovolcano,-0.17,-78.6,4784.0
465,Guallatiri,Chile-N,Stratovolcano,-18.42,-69.09,6071.0
466,Guayaques,Chile-N,Lava Domes,-22.9,-67.57,5598.0
467,Guazapa,El Salvador,Stratovolcano,13.9,-89.12,1438.0
468,Gufa,Ethiopia,Volcanic Field,12.55,42.53,600.0
469,Guguan,Mariana Is-C Pacific,Stratovolcano,17.31,145.85,287.0
470,Guntur,Java,Complex Volcano,-7.14,107.84,2249.0
471,Gunungapi  Wetar,Banda Sea,Stratovolcano,-6.64,126.65,282.0
472,Hachijo-jima,Izu Is-Japan,Stratovolcano,33.13,139.77,854.0
473,Hachimantai,Honshu-Japan,Stratovolcano,39.96,140.86,1614.0
474,Hainan Dao,SE Asia,Pyroclastic Cone,19.7,110.1,
475,Hakkoda Group,Honshu-Japan,Stratovolcano,40.66,140.88,1585.0
476,Hakone,Honshu-Japan,Complex Volcano,35.23,139.02,1438.0
477,Haku-san,Honshu-Japan,Stratovolcano,36.15,136.77,2702.0
478,Haleakala,Hawaiian Is,Shield Volcano,20.71,-156.25,3055.0
479,Halla,Korea,Shield Volcano,33.37,126.53,1950.0
480,Hanish,Red Sea,Shield Volcano,13.72,42.73,422.0
481,Hargy,New Britain-SW Pac,Stratovolcano,-5.33,151.1,1148.0
482,"Harrah, Al",Arabia-W,Volcanic Field,31.08,38.42,1100.0
483,Haruj,Africa-N,Volcanic Field,27.25,17.5,1200.0
484,Haruna,Honshu-Japan,Stratovolcano,36.47,138.88,1449.0
485,Hasan  Dagi,Turkey,Stratovolcano,38.13,34.17,3253.0
486,Haut Dong Nai,SE Asia,Volcanic Field,11.6,108.2,1000.0
487,Hayes,Alaska-SW,Stratovolcano,61.64,-152.41,3034.0
488,"Haylan, Jabal",Arabia-S,Volcanic Field,15.43,44.78,1550.0
489,Hayli  Gubbi,Ethiopia,Shield Volcano,13.5,40.72,521.0
490,Healy,New Zealand,Submarine Volcano,-35.0,178.97,980.0
491,Heard,Indian O.-S,Stratovolcano,-53.11,73.51,2745.0
492,Heart Peaks,Canada,Shield Volcano,58.6,-131.97,2012.0
493,Hekla,Iceland-S,Stratovolcano,63.98,-19.7,1491.0
494,Hell's Half Acre,US-Idaho,Shield Volcano,43.5,-112.45,1631.0
495,Hengill,Iceland-SW,Crater Rows,64.18,-21.33,803.0
496,Herbert,Aleutian Is,Stratovolcano,52.74,-170.11,1280.0
497,Hertali,Ethiopia,Fissure Vent,9.78,40.33,900.0
498,Hierro,Canary Is,Shield Volcano,27.73,-18.03,1500.0
499,Hijiori,Honshu-Japan,Caldera,38.61,140.18,516.0
500,Hiri,Halmahera-Indonesia,Stratovolcano,0.9,127.32,630.0
501,Hiuchi,Honshu-Japan,Stratovolcano,36.95,139.29,2356.0
502,Hobicha Caldera,Ethiopia,Caldera,6.78,37.83,1800.0
503,Hodson,Antarctica,Stratovolcano,-56.7,-27.15,1005.0
504,Hofsjökull,Iceland-SW,Subglacial Volcano,64.78,-18.92,1782.0
505,Homa  Mountain,Africa-E,Complex Volcano,-0.38,34.5,1751.0
506,Home Reef,Tonga-SW Pacific,Submarine Volcano,-18.99,-174.78,-2.0
507,Honggeertu,China-E,Cinder Cone,41.47,113.0,1700.0
508,Hood,US-Oregon,Stratovolcano,45.37,-121.7,3426.0
509,Hoodoo  Mountain,Canada,Subglacial Volcano,56.78,-131.28,1850.0
510,Hornopirén,Chile-S,Stratovolcano,-41.87,-72.43,1572.0
511,Hualalai,Hawaiian Is,Shield Volcano,19.69,-155.87,2523.0
512,Huambo,Perú,Volcanic Field,-15.83,-72.13,4550.0
513,Huanquihue  Group,Argentina,Stratovolcano,-39.88,-71.58,2139.0
514,Huaynaputina,Perú,Stratovolcano,-16.61,-70.85,4850.0
515,Hudson  Mountains,Antarctica,Stratovolcano,-74.33,-99.42,749.0
516,"Hudson, Cerro",Chile-S,Stratovolcano,-45.9,-72.97,1905.0
517,Huequi,Chile-S,Stratovolcano,-42.38,-72.58,1318.0
518,"Huila, Nevado del",Colombia,Stratovolcano,2.93,-76.03,5364.0
519,Hulubelu,Sumatra,Caldera,-5.35,104.6,1040.0
520,"Humeros, Los",México,Caldera,19.68,-97.45,3150.0
521,Hunga  Tonga-Hunga Ha'apai,Tonga-SW Pacific,Submarine Volcano,-20.57,-175.38,149.0
522,Hunter Island,SW Pacific,Stratovolcano,-22.4,172.05,297.0
523,Hutapanjang,Sumatra,Stratovolcano,-2.33,101.6,2021.0
524,Hydrographers Range,New Guinea,Stratovolcano,-9.0,148.37,1915.0
525,Iamalele,D'Entrecasteaux Is,Lava Domes,-9.52,150.53,200.0
526,Ibu,Halmahera-Indonesia,Stratovolcano,1.49,127.63,1325.0
527,Ibusuki Volc Field,Kyushu-Japan,Caldera,31.22,130.57,922.0
528,Ichinsky,Kamchatka,Stratovolcano,55.68,157.73,3621.0
529,Iettunup,Kamchatka,Shield Volcano,58.4,161.08,1340.0
530,Igwisi  Hills,Africa-E,Tuff Cone,-4.87,31.92,
531,Ijen,Java,Stratovolcano,-8.06,114.24,2799.0
532,Iktunup,Kamchatka,Shield Volcano,58.08,160.77,2300.0
533,Iliamna,Alaska-SW,Stratovolcano,60.03,-153.09,3053.0
534,Iliboleng,Lesser Sunda Is,Stratovolcano,-8.34,123.26,1659.0
535,Ililabalekan,Lesser Sunda Is,Stratovolcano,-8.55,123.38,1018.0
536,Ilimuda,Lesser Sunda Is,Stratovolcano,-8.48,122.67,1100.0
537,Iliwerung,Lesser Sunda Is,Complex Volcano,-8.53,123.57,1018.0
538,Illiniza,Ecuador,Stratovolcano,-0.66,-78.71,5248.0
539,Ilopango,El Salvador,Caldera,13.67,-89.05,450.0
540,Ilyinsky,Kamchatka,Stratovolcano,51.49,157.2,1578.0
541,Imbabura,Ecuador,Compound Volcano,0.26,-78.18,4609.0
542,Imun,Sumatra,Unknown,2.16,98.93,1505.0
543,Imuruk Lake,Alaska-W,Shield Volcano,65.6,-163.92,610.0
544,In  Ezzane Volc Field,Africa-N,Volcanic Field,23.0,10.83,
545,"Incahuasi, Nevado de",Chile-N,Stratovolcano,-27.04,-68.28,6621.0
546,Indian  Heaven,US-Washington,Shield Volcano,45.93,-121.82,1806.0
547,Ingakslugwat Hills,Alaska-W,Cinder Cone,61.43,-164.47,190.0
548,Inielika,Lesser Sunda Is,Complex Volcano,-8.73,120.98,1559.0
549,Inierie,Lesser Sunda Is,Stratovolcano,-8.88,120.95,2245.0
550,Inyo  Craters,US-California,Lava Domes,37.69,-119.02,2629.0
551,Ioto [Iwo-jima],Volcano Is-Japan,Caldera,24.75,141.29,161.0
552,Ipala,Guatemala,Stratovolcano,14.55,-89.63,1650.0
553,Iraya,Luzon-N of,Stratovolcano,20.47,122.01,1009.0
554,Irazú,Costa Rica,Stratovolcano,9.98,-83.85,3432.0
555,Iriga,Luzon-Philippines,Stratovolcano,13.46,123.46,1196.0
556,Iriomote-jima,Ryukyu Is,Submarine Volcano,24.56,124.0,-200.0
557,Irruputuncu,Chile-N,Stratovolcano,-20.73,-68.55,5163.0
558,Isanotski,Aleutian Is,Stratovolcano,54.77,-163.72,2446.0
559,Isarog,Luzon-Philippines,Stratovolcano,13.66,123.38,1966.0
560,Ischia,Italy,Complex Volcano,40.73,13.9,789.0
561,Iskut-Unuk River Cones,Canada,Cinder Cone,56.58,-130.55,1880.0
562,Isluga,Chile-N,Stratovolcano,-19.15,-68.83,5550.0
563,Itasy Volc Field,Madagascar,Scoria Cone,-19.0,46.77,1800.0
564,"Ithnayn,  Harrat",Arabia-W,Volcanic Field,26.58,40.2,1625.0
565,Ivao Group,Kuril Is,Cinder Cone,45.77,149.68,1426.0
566,Iwaki,Honshu-Japan,Stratovolcano,40.65,140.31,1625.0
567,Iwate,Honshu-Japan,Complex Volcano,39.85,141.0,2041.0
568,Iwo-Tori-shima,Ryukyu Is,Complex Volcano,27.88,128.22,212.0
569,Ixtepeque,Guatemala,Lava Domes,14.42,-89.68,1292.0
570,Iya,Lesser Sunda Is,Stratovolcano,-8.9,121.65,637.0
571,Iyang-Argapura,Java,Complex Volcano,-7.97,113.57,3088.0
572,Izalco,El Salvador,Stratovolcano,13.81,-89.63,1950.0
573,Iztaccíhuatl,México,Stratovolcano,19.18,-98.64,5230.0
574,Izumbwe-Mpoli,Africa-E,Pyroclastic Cone,-8.93,33.4,1568.0
575,Izu-Tobu,Honshu-Japan,Pyroclastic Cone,34.9,139.1,1406.0
576,Jailolo,Halmahera-Indonesia,Stratovolcano,1.08,127.42,1130.0
577,Jalua,Ethiopia,Stratovolcano,15.04,39.82,713.0
578,Jan Mayen,Atlantic-N-Jan Mayen,Stratovolcano,71.08,-8.17,2277.0
579,Jaraguay  Volc Field,México,Cinder Cone,29.33,-114.5,960.0
580,"Jayu Khota, Laguna",Bolivia,Maars,-19.45,-67.42,3650.0
581,Jefferson,US-Oregon,Stratovolcano,44.67,-121.8,3199.0
582,Jingbo,China-E,Volcanic Field,44.08,128.83,1000.0
583,Jocotitlán,México,Stratovolcano,19.73,-99.76,3900.0
584,Jolo,Sulu Is-Philippines,Pyroclastic Cone,6.01,121.06,811.0
585,Jordan Craters,US-Oregon,Volcanic Field,43.15,-117.46,1473.0
586,Jumaytepeque,Guatemala,Stratovolcano,14.34,-90.27,1815.0
587,Kaba,Sumatra,Stratovolcano,-3.52,102.62,1952.0
588,Kabargin Oth  Group,Georgia,Cinder Cone,42.55,44.0,3650.0
589,Kadovar,New  Guinea-NE of,Stratovolcano,-3.63,144.63,365.0
590,Kagamil,Aleutian Is,Stratovolcano,52.97,-169.72,893.0
591,Kaguyak,Alaska  Peninsula,Stratovolcano,58.61,-154.03,901.0
592,Kahoollawe,Hawaiian Is,Shield Volcano,20.6,-156.6,450.0
593,Kaikata Seamount,Volcano  Is-Japan,Submarine Volcano,26.67,141.0,-162.0
594,Kaikohe-Bay of  Islands,New Zealand,Volcanic Field,-35.3,173.9,388.0
595,Kaileney,Kamchatka,Shield Volcano,57.8,160.67,1582.0
596,Kaitoku Seamount,Volcano Is-Japan,Submarine Volcano,26.12,141.1,-103.0
597,Kalatungan,Mindanao-Philippines,Stratovolcano,7.95,124.8,2824.0
598,Kambalny,Kamchatka,Stratovolcano,51.3,156.87,2156.0
599,Kamen,Kamchatka,Stratovolcano,56.02,160.59,4585.0
600,Kana Keoki,Solomon Is-SW Pacific,Submarine Volcano,-8.75,157.03,-700.0
601,Kanaga,Aleutian  Is,Stratovolcano,51.92,-177.17,1307.0
602,Kanlaon,Philippines-C,Stratovolcano,10.41,123.13,2435.0
603,Kanpu,Honshu-Japan,Stratovolcano,39.93,139.88,355.0
604,Kao,Tonga-SW Pacific,Stratovolcano,-19.67,-175.03,1030.0
605,Karaca Dag,Turkey,Shield Volcano,37.67,39.83,1957.0
606,"Karaha, Kawah",Java,Fumarole Field,-7.12,108.08,1155.0
607,Karang,Java,Stratovolcano,-6.27,106.04,1778.0
608,Karangetang [Api Siau],Sangihe Is-Indonesia,Stratovolcano,2.78,125.4,1784.0
609,Karapinar Field,Turkey,Cinder Cone,37.67,33.65,1302.0
610,Karisimbi,Africa-C,Stratovolcano,-1.5,29.45,4507.0
611,Karkar,New  Guinea-NE of,Stratovolcano,-4.65,145.96,1839.0
612,Karpinsky Group,Kuril Is,Cones,50.13,155.37,1345.0
613,Kars Plateau,Turkey,Volcanic Field,40.75,42.9,3000.0
614,Karthala,Indian O.-W,Shield Volcano,-11.75,43.38,2361.0
615,Karymsky,Kamchatka,Stratovolcano,54.05,159.45,1536.0
616,Kasatochi,Aleutian Is,Stratovolcano,52.18,-175.51,314.0
617,Kasbek,Georgia,Stratovolcano,42.7,44.5,5050.0
618,Kasuga,Volcano Is-Japan,Submarine Volcano,21.77,143.71,-598.0
619,Katla,Iceland-S,Subglacial Volcano,63.63,-19.05,1512.0
620,Katmai,Alaska Peninsula,Stratovolcano,58.28,-154.96,2047.0
621,Katunga,Africa-C,Tuff Cone,-0.47,30.19,1707.0
622,Katwe-Kikorongo Field,Africa-C,Tuff Cone,-0.08,29.92,1067.0
623,Kavachi,Solomon  Is-SW Pacific,Submarine Volcano,-9.02,157.95,-20.0
624,Kawi-Butak,Java,Stratovolcano,-7.92,112.45,2651.0
625,Kebeney,Kamchatka,Shield Volcano,57.1,159.93,1527.0
626,Kekurny,Kamchatka,Shield Volcano,56.4,158.85,1377.0
627,Kelimutu,Lesser  Sunda Is,Complex Volcano,-8.77,121.82,1639.0
628,Kell,Kamchatka,Stratovolcano,51.65,157.35,900.0
629,Keluo Group,China-E,Pyroclastic Cone,49.37,125.92,670.0
630,Kelut,Java,Stratovolcano,-7.93,112.31,1731.0
631,Kendang,Java,Stratovolcano,-7.23,107.72,2608.0
632,Kerguelen  Islands,Indian O.-S,Stratovolcano,-49.58,69.5,1840.0
633,Kerinci,Sumatra,Stratovolcano,-1.7,101.26,3800.0
634,Kerlingarfjöll,Iceland-SW,Stratovolcano,64.63,-19.32,1488.0
635,Ketoi,Kuril  Is,Stratovolcano,47.35,152.48,1172.0
636,Khangar,Kamchatka,Stratovolcano,54.75,157.38,2000.0
637,Khanuy Gol,Mongolia,Volcanic Field,48.67,102.75,1886.0
638,Kharimkotan,Kuril Is,Stratovolcano,49.12,154.51,1145.0
639,"Khaybar, Harrat",Arabia-W,Volcanic Field,25.0,39.92,2093.0
640,Khodutka,Kamchatka,Stratovolcano,52.06,157.7,2090.0
641,Kialagvik,Alaska  Peninsula,Stratovolcano,57.2,-156.75,1677.0
642,Kick 'em Jenny,W Indies,Submarine Volcano,12.3,-61.64,-185.0
643,Kieyo,Africa-E,Stratovolcano,-9.23,33.78,2175.0
644,Kikai,Ryukyu Is,Caldera,30.79,130.31,704.0
645,Kikhpinych,Kamchatka,Stratovolcano,54.49,160.25,1552.0
646,Kilauea,Hawaiian Is,Shield Volcano,19.42,-155.29,1222.0
647,Kilimanjaro,Africa-E,Stratovolcano,-3.07,37.35,5895.0
648,Kinenin,Kamchatka,Maar,57.35,160.97,583.0
649,Kirishima,Kyushu-Japan,Shield Volcano,31.93,130.86,1700.0
650,"Kishb, Harrat",Arabia-W,Volcanic Field,22.8,41.38,1475.0
651,Kiska,Aleutian  Is,Stratovolcano,52.1,177.6,1220.0
652,Kita-Fukutokutai,Volcano Is-Japan,Submarine Volcano,24.41,141.42,-73.0
653,Kita-Iwo-jima,Volcano  Is-Japan,Stratovolcano,25.42,141.28,792.0
654,Kizimen,Kamchatka,Stratovolcano,55.13,160.32,2376.0
655,Klabat,Sulawesi-Indonesia,Stratovolcano,1.47,125.03,1995.0
656,Kliuchevskoi,Kamchatka,Stratovolcano,56.06,160.64,4835.0
657,Kogaja-jima,Ryukyu  Is,Lava Domes,29.88,129.63,301.0
658,Kohala,Hawaiian Is,Shield Volcano,20.12,-155.7,1700.0
659,Kolbeinsey Ridge,Iceland-N  of,Submarine Volcano,66.67,-18.5,5.0
660,Kolokol Group,Kuril Is,Somma Volcano,46.04,150.05,1328.0
661,Komaga-take,Hokkaido-Japan,Stratovolcano,42.06,140.68,1131.0
662,Komarov,Kamchatka,Stratovolcano,55.03,160.72,2070.0
663,Kone,Ethiopia,Caldera,8.8,39.69,1619.0
664,Koniuji,Aleutian Is,Stratovolcano,52.22,-175.13,273.0
665,Kookooligit Mountains,Alaska-W,Shield Volcano,63.6,-170.43,673.0
666,Koranga,New Guinea,Maar,-7.33,146.71,1500.0
667,Korath Range,Ethiopia,Tuff Cone,5.1,35.88,912.0
668,Koro,Fiji Is-SW Pacific,Cinder Cone,-17.32,179.4,522.0
669,Korosi,Africa-E,Shield Volcano,0.77,36.12,1446.0
670,Koryaksky,Kamchatka,Stratovolcano,53.32,158.69,3456.0
671,Koshelev,Kamchatka,Stratovolcano,51.36,156.75,1812.0
672,Kostakan,Kamchatka,Cinder Cone,53.83,158.05,1150.0
673,"Koussi, Emi",Africa-N,Pyroclastic Shield,19.8,18.53,3415.0
674,Kozu-shima,Izu Is-Japan,Lava Domes,34.22,139.16,572.0
675,Kozyrevsky,Kamchatka,Shield Volcano,55.58,158.38,2016.0
676,Krafla,Iceland-NE,Caldera,65.73,-16.78,650.0
677,Krainy,Kamchatka,Shield Volcano,56.37,159.03,1554.0
678,Krakatau,Indonesia,Caldera,-6.1,105.42,813.0
679,Krasheninnikov,Kamchatka,Caldera,54.59,160.27,1856.0
680,Krísuvík,Iceland-SW,Crater Rows,63.93,-22.1,379.0
681,Kronotsky,Kamchatka,Stratovolcano,54.75,160.53,3528.0
682,Ksudach,Kamchatka,Stratovolcano,51.8,157.53,1079.0
683,Kuchinoerabu-jima,Ryukyu  Is,Stratovolcano,30.44,130.22,657.0
684,Kuchino-shima,Ryukyu Is,Stratovolcano,29.96,129.93,628.0
685,Kueishantao,Taiwan-E  of,Stratovolcano,24.85,121.92,401.0
686,Kuju,Kyushu-Japan,Stratovolcano,33.08,131.25,1791.0
687,Kukak,Alaska  Peninsula,Stratovolcano,58.45,-154.36,2043.0
688,Kula,Turkey,Cinder Cone,38.58,28.52,750.0
689,Kulkev,Kamchatka,Shield Volcano,56.37,158.37,915.0
690,Kunlun Volc  Group,China-W,Pyroclastic Cone,35.52,80.2,5808.0
691,Kunyit,Sumatra,Stratovolcano,-2.27,101.48,2151.0
692,Kupreanof,Alaska Peninsula,Stratovolcano,56.01,-159.8,1895.0
693,Kurikoma,Honshu-Japan,Stratovolcano,38.96,140.79,1628.0
694,Kurile Lake,Kamchatka,Caldera,51.45,157.12,81.0
695,Kurose Hole,Izu  Is-Japan,Submarine Volcano,33.4,139.68,-107.0
696,Kurub,Ethiopia,Shield Volcano,11.88,41.21,625.0
697,Kusatsu-Shirane,Honshu-Japan,Stratovolcano,36.62,138.54,2171.0
698,Kutcharo,Hokkaido-Japan,Caldera,43.61,144.44,999.0
699,Kuttara,Hokkaido-Japan,Stratovolcano,42.49,141.16,581.0
700,Kutum Volc Field,Africa-N,Scoria Cone,14.57,25.85,
701,Kuwae,Vanuatu-SW  Pacific,Caldera,-16.83,168.54,-2.0
702,Kverkfjöll,Iceland-NE,Stratovolcano,64.65,-16.72,1920.0
703,Kyatwa Volc Field,Africa-C,Tuff Cone,0.45,30.25,1430.0
704,La Palma,Canary  Is,Stratovolcano,28.57,-17.83,2426.0
705,Laguna Caldera,Luzon-Philippines,Caldera,14.42,121.27,743.0
706,"Lajas, Las",Nicaragua,Shield Volcano,12.3,-85.73,926.0
707,Lamington,New Guinea,Stratovolcano,-8.95,148.15,1680.0
708,Lamongan,Java,Stratovolcano,-7.98,113.34,1651.0
709,Langila,New Britain-SW Pac,Complex Volcano,-5.53,148.42,1330.0
710,Langjökull,Iceland-SW,Stratovolcano,64.75,-19.98,1360.0
711,Lanín,Chile-C,Stratovolcano,-39.63,-71.5,3747.0
712,Lanzarote,Canary  Is,Fissure Vents,29.03,-13.63,670.0
713,Larderello,Italy,Explosion Craters,43.25,10.87,500.0
714,Láscar,Chile-N,Stratovolcano,-23.37,-67.73,5592.0
715,Lassen Volc  Center,US-California,Stratovolcano,40.49,-121.51,3187.0
716,Lastarria,Chile-N,Stratovolcano,-25.17,-68.5,5697.0
717,Late,Tonga-SW Pacific,Stratovolcano,-18.81,-174.65,540.0
718,Latukan,Mindanao-Philippines,Stratovolcano,7.65,124.45,2338.0
719,Lautaro,Chile-S,Stratovolcano,-49.02,-73.55,3607.0
720,Lavic Lake,US-California,Volcanic Field,34.75,-116.63,1495.0
721,Lawu,Java,Stratovolcano,-7.63,111.19,3265.0
722,Leizhou Bandao,SE  Asia,Volcanic Field,20.78,110.17,259.0
723,"Lengai, Ol  Doinyo",Africa-E,Stratovolcano,-2.76,35.91,2962.0
724,Leonard Range,Mindanao-Philippines,Stratovolcano,7.38,126.05,1080.0
725,Leroboleng,Lesser Sunda Is,Complex Volcano,-8.36,122.84,1117.0
726,Leskov Island,Antarctica,Stratovolcano,-56.67,-28.13,190.0
727,Leutongey,Kamchatka,Shield Volcano,57.3,159.83,1333.0
728,Level Mountain,Canada,Shield Volcano,58.42,-131.35,2190.0
729,Lewotobi,Lesser Sunda Is,Stratovolcano,-8.54,122.78,1703.0
